node,degree,neighbor_edges,possible_edges,closure_ratio,brokerage_score,entity_type,gender
Barbe Vacquelin,6,15,15,1.0,0.0,unknown,unknown
"George fils George Pivert
4 July 1602; said he was about 11",4,6,6,1.0,0.0,unknown,unknown
Jeannon veuve Nicolas Mengenot,10,45,45,1.0,0.0,unknown,unknown
Barbe femme de Jean du Menil,10,45,45,1.0,0.0,unknown,unknown
Idoulx de Thiaville,7,21,21,1.0,0.0,unknown,unknown
Georgeon fils a Colas Claude,10,45,45,1.0,0.0,unknown,unknown
Didielle femme Hidoult Jean Jacot,10,45,45,1.0,0.0,unknown,unknown
Colas Demenge Anthoine,10,45,45,1.0,0.0,unknown,unknown
Demenge Sauffroy de Brantigny,10,45,45,1.0,0.0,unknown,unknown
Catherine femme Mengeon Valentin de Ste Margaree,10,45,45,1.0,0.0,unknown,unknown
Pierron Demenge d’Orbay de La Bolle,10,45,45,1.0,0.0,unknown,unknown
Henry le Saulnier du Viel Marché,9,36,36,1.0,0.0,unknown,unknown
Toussaint Fresse,10,45,45,1.0,0.0,unknown,unknown
Nicolas fils Claude Noel,10,45,45,1.0,0.0,unknown,unknown
Colas Jean Badorat,10,45,45,1.0,0.0,unknown,unknown
"Idoult Jané
Some years earlier had taken 2 calves worth 5 francs each from Thous",10,45,45,1.0,0.0,unknown,unknown
Waultier Poirillon,10,45,45,1.0,0.0,unknown,unknown
Catherine de Launay,10,45,45,1.0,0.0,unknown,unknown
Jeanne femme Francois Tiesselin des Petites Rosieres,9,36,36,1.0,0.0,unknown,unknown
Jean Vinot,10,45,45,1.0,0.0,unknown,unknown
Jean Colin le jeune,9,36,36,1.0,0.0,unknown,unknown
Claudon Colas le Vieulx Homme,10,45,45,1.0,0.0,unknown,unknown
Jean Aulbry le jeune,9,36,36,1.0,0.0,unknown,unknown
Margueritte veuve Demenge Romain,10,45,45,1.0,0.0,unknown,unknown
Barbelline veuve Jean le maire de Girompaire,9,36,36,1.0,0.0,unknown,unknown
Jean Blaise Chainel,10,45,45,1.0,0.0,unknown,unknown
Witch 182,10,45,45,1.0,0.0,unknown,unknown
Annon femme Pierrat Tripper,9,36,36,1.0,0.0,unknown,unknown
Jennon veuve de Claudon Pierat de Dompierre,10,45,45,1.0,0.0,unknown,unknown
Jennon femme Jean Gelliat de la Neufville,10,45,45,1.0,0.0,unknown,unknown
Epve Thouvenin jeune fils de Champegnoult,7,21,21,1.0,0.0,unknown,unknown
Claude Demenge Maire Aulbric,10,45,45,1.0,0.0,unknown,unknown
Barthelemy fils de Jean Molen,3,3,3,1.0,0.0,unknown,unknown
Dediere femme Demenge Simoney,10,45,45,1.0,0.0,unknown,unknown
Nicolas Girard de Dompierre,10,45,45,1.0,0.0,unknown,unknown
Claudon Benifosse,10,45,45,1.0,0.0,unknown,unknown
femme Hans Stumpff,3,3,3,1.0,0.0,unknown,unknown
Demenge Jacot,10,45,45,1.0,0.0,unknown,unknown
Catherine veuve Demenge Perrise,10,45,45,1.0,0.0,unknown,unknown
Francois Marchal laboureur à Brantigny,10,45,45,1.0,0.0,unknown,unknown
Dieudonne Jean Thierion de Brehimont,10,45,45,1.0,0.0,unknown,unknown
Mathis Schwab,10,45,45,1.0,0.0,unknown,unknown
Colin Dentandt officier a la Fosse,10,45,45,1.0,0.0,unknown,unknown
Colas Charmel,10,45,45,1.0,0.0,unknown,unknown
Margueritte femme Honnble Gabriel Mercier,4,6,6,1.0,0.0,unknown,unknown
Catherine femme Georgeon Grand George de Robache,10,45,45,1.0,0.0,unknown,unknown
Catherine veuve Bastien Richard de Charmes,10,45,45,1.0,0.0,unknown,unknown
Claude Lambert dit Dany,9,36,36,1.0,0.0,unknown,unknown
Cathin femme Michiel Perrin,5,10,10,1.0,0.0,unknown,unknown
B 3358 no 2; witch 051,3,3,3,1.0,0.0,unknown,unknown
B 8941 no 1. Witch 317; Mengotte femme Pierre Gascon de St. Nicolas.,9,36,36,1.0,0.0,unknown,unknown
Estienne Garsonnet,10,45,45,1.0,0.0,unknown,unknown
Hanry Jean Hanri,10,45,45,1.0,0.0,unknown,unknown
Jannotte femme Jean Vidier,10,45,45,1.0,0.0,unknown,unknown
"B 8730; witch 309, Fleuratte veuve Anthoine Valdexey, de Clefcy",10,45,45,1.0,0.0,unknown,unknown
femme Humbert Waulthier,3,3,3,1.0,0.0,unknown,unknown
Nicolas Batillot,10,45,45,1.0,0.0,unknown,unknown
Bastienne femme Didier Regnaudin drappier de St Nicolas,10,45,45,1.0,0.0,unknown,unknown
Colas Mathiot de la Neufville,10,45,45,1.0,0.0,unknown,unknown
Martin Villemin,9,36,36,1.0,0.0,unknown,unknown
Colatte femme Colas Henry Valdeliepvre,10,45,45,1.0,0.0,unknown,unknown
Claudon Hermemant alias Massenel,10,45,45,1.0,0.0,unknown,unknown
Humbert Moictrier,10,45,45,1.0,0.0,unknown,unknown
Anthoine Robert de Moyenmoutier,10,45,45,1.0,0.0,unknown,unknown
Cuguin Maillard,10,45,45,1.0,0.0,unknown,unknown
Claudel Colas la Voivre,10,45,45,1.0,0.0,unknown,unknown
Bastienne veuve feu le maire Claudel le maimbourg,10,45,45,1.0,0.0,unknown,unknown
Catherine veuve Nicolas Johel,10,45,45,1.0,0.0,unknown,unknown
Nicolas Berger,10,45,45,1.0,0.0,unknown,unknown
"B 4576; witch 089, Jeanne veuve Mansuy Magnien, de Neufchâteau",6,15,15,1.0,0.0,unknown,unknown
Mengeotte femme Nicolas Guenguez,10,45,45,1.0,0.0,unknown,unknown
Mengin Bernard,10,45,45,1.0,0.0,unknown,unknown
Barbe veuve Jean de la Fraisse de Ste Marie,10,45,45,1.0,0.0,unknown,unknown
Chrestien Brabans,10,45,45,1.0,0.0,unknown,unknown
Claudate femme de Claudon Chabay de Dompierre,10,45,45,1.0,0.0,unknown,unknown
Claude Anthoine,10,45,45,1.0,0.0,unknown,unknown
Mengeon Wanier,8,28,28,1.0,0.0,unknown,unknown
Claudon la Blanche,3,3,3,1.0,0.0,unknown,unknown
Jean de Sainct Genay,10,45,45,1.0,0.0,unknown,unknown
"Nicolas Napuel de Brouvelieures. c. 36
Told how after execution of Georgette a s",10,45,45,1.0,0.0,unknown,unknown
Aulbry Aulbry,9,36,36,1.0,0.0,unknown,unknown
Marion femme a Jean Dallegotte de Bonipaire,3,3,3,1.0,0.0,unknown,unknown
"Barbelline femme Jean Claudel
Death of someone to whom she had given bread",10,45,45,1.0,0.0,unknown,unknown
Mengeon Thiaville,10,45,45,1.0,0.0,unknown,unknown
Mengeon Roffart de Brouvelieures,10,45,45,1.0,0.0,unknown,unknown
Claudon François,10,45,45,1.0,0.0,unknown,unknown
Marie Demenge Jean Priay femme du precedant,10,45,45,1.0,0.0,unknown,unknown
Jehenne veuve Jean Colas de Domjevin,10,45,45,1.0,0.0,unknown,unknown
Margueritte femme Durand Demenge Durand,10,45,45,1.0,0.0,unknown,unknown
Vincent Delon demeurant a Seuch,10,45,45,1.0,0.0,unknown,unknown
Clement Villemin jeune homme de Grandiviller,10,45,45,1.0,0.0,unknown,unknown
Jean Mongeotte,10,45,45,1.0,0.0,unknown,unknown
Jean Thierry du Viel Marché,10,45,45,1.0,0.0,unknown,unknown
"Beniste femme Claude Jeandel du Chasnoy
Told story of how 5 or 6 years before he",10,45,45,1.0,0.0,unknown,unknown
Jennon femme Chrestien Claude Michel,10,45,45,1.0,0.0,unknown,unknown
Catherine femme Jean George de Rozieres,7,21,21,1.0,0.0,unknown,unknown
"Lambert Jean Lambert
Asked about quarrel when one of his sons was ill. Said that",5,10,10,1.0,0.0,unknown,unknown
Claudon Charniere,3,3,3,1.0,0.0,unknown,unknown
Claude Bertremin Jacquemin de la Harde d’Anould,10,45,45,1.0,0.0,unknown,unknown
Françoise veuve Nicolas Micquel,10,45,45,1.0,0.0,unknown,unknown
Claudette femme Lienard Valentin Napuel,10,45,45,1.0,0.0,unknown,unknown
Jannon femme de George Gouvernat le jeune de Charmes,10,45,45,1.0,0.0,unknown,unknown
Georgeatte femme Claudon Prevost,10,45,45,1.0,0.0,unknown,unknown
? du Val le vieulx,7,21,21,1.0,0.0,unknown,unknown
Barbeline veuve Demenge Henriatte,10,45,45,1.0,0.0,unknown,unknown
Marguitte femme Didier Seigaire de Brehimont,10,45,45,1.0,0.0,unknown,unknown
Colas Jean Denise bouchier et bourgeois de Ste Marie,10,45,45,1.0,0.0,unknown,unknown
Bresson Jeannel de Vicq,7,21,21,1.0,0.0,unknown,unknown
Margueritte femme Daniel Houin,10,45,45,1.0,0.0,unknown,unknown
Jean George Laulney d’Entre-deux-Eaux,10,45,45,1.0,0.0,unknown,unknown
"B 8708 no 7; witch 268, Marguitte femme Girardin Haxo de La Fosse",9,36,36,1.0,0.0,unknown,unknown
Thiebault Vicaire,10,45,45,1.0,0.0,unknown,unknown
Bietrix femme François Thierion,10,45,45,1.0,0.0,unknown,unknown
Zabillon femme de Bresson Jeannel de Vicq,7,21,21,1.0,0.0,unknown,unknown
Alizon Bretan,8,28,28,1.0,0.0,unknown,unknown
Colatte fille Jean le maire,9,36,36,1.0,0.0,unknown,unknown
Crisman Lampert,9,36,36,1.0,0.0,unknown,unknown
veuve Colas Jean Denise de Pajaille,10,45,45,1.0,0.0,unknown,unknown
Nicolas fils au precedent temoin,6,15,15,1.0,0.0,unknown,unknown
Jean Coinat,9,36,36,1.0,0.0,unknown,unknown
Demenge Didier le Moullat,10,45,45,1.0,0.0,unknown,unknown
Jean Perry de Sainct Margarée,9,36,36,1.0,0.0,unknown,unknown
Catherine veuve de Fleurant Hagimont,5,10,10,1.0,0.0,unknown,unknown
Jean Febuatte laboureur de Vieville,10,45,45,1.0,0.0,unknown,unknown
Zabel veuve Jean du Prey,10,45,45,1.0,0.0,unknown,unknown
Nicolas fils de la precedente,10,45,45,1.0,0.0,unknown,unknown
Mengin Richard,10,45,45,1.0,0.0,unknown,unknown
Bastienne veuve Jean Mathieu,7,21,21,1.0,0.0,unknown,unknown
"B 5344 no 2; witch 099, Mayette femme Dietrich Gaste de Wirming",7,21,21,1.0,0.0,unknown,unknown
Nicolas Hanna de Dompierre (previous maire),10,45,45,1.0,0.0,unknown,unknown
Barbon fille Demenge du Viller,9,36,36,1.0,0.0,unknown,unknown
Catherine femme Colas Petit Didier d'Avould,10,45,45,1.0,0.0,unknown,unknown
Georgeon Prevost d'Aidoile,10,45,45,1.0,0.0,unknown,unknown
Nicolas fils de feu Mathieu la Breuche,9,36,36,1.0,0.0,unknown,unknown
Jean Wagnaire,10,45,45,1.0,0.0,unknown,unknown
Jean Barbe,7,21,21,1.0,0.0,unknown,unknown
Hublotte,10,45,45,1.0,0.0,unknown,unknown
Colas Gagaire de La Bolle,10,45,45,1.0,0.0,unknown,unknown
Le maire Claude le Bailly de Sainct Margarée,9,36,36,1.0,0.0,unknown,unknown
Jennon femme Jean de Sombois de l'Hermitage des Dames,10,45,45,1.0,0.0,unknown,unknown
Colas Perry,10,45,45,1.0,0.0,unknown,unknown
Mengeon femme du precedent,4,6,6,1.0,0.0,unknown,unknown
Nicolas Mongeat de la Warde de Saulcy,10,45,45,1.0,0.0,unknown,unknown
Jehenne femme Claudon le Clerc,10,45,45,1.0,0.0,unknown,unknown
Catherine femme Mengeon Jean Arnoulx,10,45,45,1.0,0.0,unknown,unknown
Honneste homme Claude le Clerc,6,15,15,1.0,0.0,unknown,unknown
femme Didier Galay,3,3,3,1.0,0.0,unknown,unknown
Claudatte femme Jean Henry,10,45,45,1.0,0.0,unknown,unknown
Marguerite femme Vincenot de la Rue,10,45,45,1.0,0.0,unknown,unknown
Jean Claude Cunin,10,45,45,1.0,0.0,unknown,unknown
Jehennon femme Claude Mathis de Fouchifol,10,45,45,1.0,0.0,unknown,unknown
Jehan Reulemant,10,45,45,1.0,0.0,unknown,unknown
Zabey femme Dieudenon Claude,10,45,45,1.0,0.0,unknown,unknown
"B 3323 no 4; witch 028, Marguerite Jobarde, veuve Demenge Vaultrin, de Leintrey",10,45,45,1.0,0.0,unknown,unknown
Marie femme Claude Hidoulf,10,45,45,1.0,0.0,unknown,unknown
Jenotte femme Jean Sterbey de la Grandefosse,10,45,45,1.0,0.0,unknown,unknown
Bastienne femme George Guerin,9,36,36,1.0,0.0,unknown,unknown
Benite femme du precedent (licencée de luy),10,45,45,1.0,0.0,unknown,unknown
"B 8667 No 2 Witch 140, Catherine Malremmeix",9,36,36,1.0,0.0,unknown,unknown
"B 7118; witch 110, Jennon Petit Didier, d'Haréville",8,28,28,1.0,0.0,unknown,unknown
Jean Marchal le jeune,10,45,45,1.0,0.0,unknown,unknown
"B 9554 no 3; witch 333, Jeanne femme Alois Humbert du Grand Rombach",6,15,15,1.0,0.0,unknown,unknown
Jean Joliat de Sainte Croix,6,15,15,1.0,0.0,unknown,unknown
Zabey femme Dieudenon,10,45,45,1.0,0.0,unknown,unknown
Jeannon femme Jean Graniere le jeune de Ste Croix,10,45,45,1.0,0.0,unknown,unknown
Mengeotte femme Didier Pougnant de Rozieres,10,45,45,1.0,0.0,unknown,unknown
Guillaume Thomas,10,45,45,1.0,0.0,unknown,unknown
Barthelemy Jacques,10,45,45,1.0,0.0,unknown,unknown
Gabriel fils Demenge Piernille,10,45,45,1.0,0.0,unknown,unknown
Collotte veuve Chrestaille Potier de Raon,10,45,45,1.0,0.0,unknown,unknown
Jehennon femme Claudon George de Saincte Margarée,9,36,36,1.0,0.0,unknown,unknown
Jean Anthoine Maillot,10,45,45,1.0,0.0,unknown,unknown
Didier Claudon Noel de Nompatelize,10,45,45,1.0,0.0,unknown,unknown
Jennon femme Laurent Jean Mengenot de La Vacherie,10,45,45,1.0,0.0,unknown,unknown
Bastien Hanna de Dompierre,10,45,45,1.0,0.0,unknown,unknown
Nicolas Laurent de Raon,10,45,45,1.0,0.0,unknown,unknown
Claudatte femme Colas Henry de l'Hoste du Bois,9,36,36,1.0,0.0,unknown,unknown
Catherine femme Nicolas des Escus,9,36,36,1.0,0.0,unknown,unknown
Jean de Sombois de l'Hermitage des Dames,10,45,45,1.0,0.0,unknown,unknown
Mengeon Francois femme Nicolas Chardin de Condé,10,45,45,1.0,0.0,unknown,unknown
Margueritte femme Niclaus Baller,10,45,45,1.0,0.0,unknown,unknown
Jean Claude Colin de Habeaurupt,10,45,45,1.0,0.0,unknown,unknown
Jean la Gaulde de Dompierre,10,45,45,1.0,0.0,unknown,unknown
Nicolas Ozele de Cugniécourt,10,45,45,1.0,0.0,unknown,unknown
Urbain Jean Colin de Reillon,10,45,45,1.0,0.0,unknown,unknown
Jean Trexon,10,45,45,1.0,0.0,unknown,unknown
Mengeatte femme Urbain Sagaire,9,36,36,1.0,0.0,unknown,unknown
Nicolas Claudert de Charmes,10,45,45,1.0,0.0,unknown,unknown
Claude Colas le Rouyer d'Entre-deux-Eaux,10,45,45,1.0,0.0,unknown,unknown
Idatte femme de Jean Bourcy de Charmes,10,45,45,1.0,0.0,unknown,unknown
Zabel femme Bresson Jeandel,10,45,45,1.0,0.0,unknown,unknown
Jennon femme Nicolas Colin,10,45,45,1.0,0.0,unknown,unknown
Catherine femme Jean de St Pierre,10,45,45,1.0,0.0,unknown,unknown
Dedie femme Nicolas Liebault,8,28,28,1.0,0.0,unknown,unknown
Jehenne femme Demenge Conrard (sister of previous witness),10,45,45,1.0,0.0,unknown,unknown
Mathieu Marchal,10,45,45,1.0,0.0,unknown,unknown
Hans Grand Bernard,10,45,45,1.0,0.0,unknown,unknown
Barbe femme Claudon Raguin,8,28,28,1.0,0.0,unknown,unknown
Mengeon Demenge Henry alias d'Anould,10,45,45,1.0,0.0,unknown,unknown
Isabel femme de Jean Pordon de Charmes,5,10,10,1.0,0.0,unknown,unknown
Catherine femme Demenge Mengin Claude,10,45,45,1.0,0.0,unknown,unknown
Schlosspetter Mre echevin,10,45,45,1.0,0.0,unknown,unknown
Philippe la Tour,10,45,45,1.0,0.0,unknown,unknown
Laurence femme au maire Panchras Vincenot,10,45,45,1.0,0.0,unknown,unknown
Mengeon Jean Arnoulx du Mesnil,10,45,45,1.0,0.0,unknown,unknown
René le Parmentier,10,45,45,1.0,0.0,unknown,unknown
Marguitte femme Anthoine Colas Colin,10,45,45,1.0,0.0,unknown,unknown
Bastien Sachot le viel de Raon,10,45,45,1.0,0.0,unknown,unknown
Plaisance femme Toussainct Charpentier,10,45,45,1.0,0.0,unknown,unknown
Guennotte fille de Jean Louys tixerant bourgeois de Nenfchatel,3,3,3,1.0,0.0,unknown,unknown
"Claude Renolbay
Long reputation. Last year had asked him",10,45,45,1.0,0.0,unknown,unknown
Idatte veuve Jean Jeannatte,7,21,21,1.0,0.0,unknown,unknown
"Witch 281; B8715 no 4, Antoine Didier Valdexey of Clemecy",9,36,36,1.0,0.0,unknown,unknown
Nicolas Hardier,10,45,45,1.0,0.0,unknown,unknown
Demenge Claude Colnot d'Entre-deux-Eaux,10,45,45,1.0,0.0,unknown,unknown
Colas Symon de Brehimont,10,45,45,1.0,0.0,unknown,unknown
Nicolas Claudon Petit Homme le jeune de Dompierre,10,45,45,1.0,0.0,unknown,unknown
Pierratte femme Henry Dieudonné Henry,5,10,10,1.0,0.0,unknown,unknown
Mengeon Didier Noel du Paire d'Avould,10,45,45,1.0,0.0,unknown,unknown
Marion femme Claudel Mengeot de Champs,9,36,36,1.0,0.0,unknown,unknown
Missing apart from conclusion. Witness was Allison veuve Jean Hellenix,10,45,45,1.0,0.0,unknown,unknown
Claude Jean Petit Colin de Layegotte,10,45,45,1.0,0.0,unknown,unknown
Nicolas Demenge Mongin,10,45,45,1.0,0.0,unknown,unknown
Petter Boulengier,10,45,45,1.0,0.0,unknown,unknown
Antoine Paris de Dompierre,10,45,45,1.0,0.0,unknown,unknown
Colas Thiehay,10,45,45,1.0,0.0,unknown,unknown
Colas Grosmaire,10,45,45,1.0,0.0,unknown,unknown
Jean Jacquot Estienne,10,45,45,1.0,0.0,unknown,unknown
Claudon Champestre tailleur d'habitz de Raon,9,36,36,1.0,0.0,unknown,unknown
Jehenne fille de Jean George d'Entre-deux-Eaux,10,45,45,1.0,0.0,unknown,unknown
Jean Morel serrurier de Charmes,10,45,45,1.0,0.0,unknown,unknown
Nicolas Anthoine d'Aidoile,10,45,45,1.0,0.0,unknown,unknown
Demenge de Mailley,10,45,45,1.0,0.0,unknown,unknown
Jean Huillier de Moriviller,10,45,45,1.0,0.0,unknown,unknown
Jean Colas Dallegotte de Bonipaire,3,3,3,1.0,0.0,unknown,unknown
Jean Colin le vieux,9,36,36,1.0,0.0,unknown,unknown
Margueritte Nicolas d'Arches,10,45,45,1.0,0.0,unknown,unknown
Colas Demenge Willaume de Haillieulle,10,45,45,1.0,0.0,unknown,unknown
Pierron Urbain du Souche de Clemecy,9,36,36,1.0,0.0,unknown,unknown
femme Martin Thomas,3,3,3,1.0,0.0,unknown,unknown
Jehenne fille Colin Lienard,3,3,3,1.0,0.0,unknown,unknown
"B 8691 no 8; witch 218, Marguitte femme Dieudonné Marond, de la Neveville-les-",7,21,21,1.0,0.0,unknown,unknown
Claudatte femme Gregoire Vincent Henryat,10,45,45,1.0,0.0,unknown,unknown
Estiennatte,10,45,45,1.0,0.0,unknown,unknown
Demenge Aulbry laboureur de Mesnil,10,45,45,1.0,0.0,unknown,unknown
Jacquot Jean le Maire,10,45,45,1.0,0.0,unknown,unknown
Laurent Jean Mours,10,45,45,1.0,0.0,unknown,unknown
George Ferry de Develine,10,45,45,1.0,0.0,unknown,unknown
Ragonne femme Remy Tixerand,10,45,45,1.0,0.0,unknown,unknown
"Claudatte femme de Colas Jean Mongeatte de Gondrexon
Native",10,45,45,1.0,0.0,unknown,unknown
Bergel Gros Girard,10,45,45,1.0,0.0,unknown,unknown
Colas Claudon Claude de Sachemont,10,45,45,1.0,0.0,unknown,unknown
Estienne Blosson,10,45,45,1.0,0.0,unknown,unknown
Poiresson Mareschal,10,45,45,1.0,0.0,unknown,unknown
Mengeatte femme Pierron Prey de Lubine,8,28,28,1.0,0.0,unknown,unknown
Cathin femme Claudin Laurent,10,45,45,1.0,0.0,unknown,unknown
Petter Boulangier,10,45,45,1.0,0.0,unknown,unknown
Jacquemin Tout Bon,10,45,45,1.0,0.0,unknown,unknown
Nicolas Grand demenge,10,45,45,1.0,0.0,unknown,unknown
Mengeatte fille de feu Jean Gerard Noel du Paire de Taintrux,9,36,36,1.0,0.0,unknown,unknown
Jehennon Colin,4,6,6,1.0,0.0,unknown,unknown
"Nicolas Mallenotte bouchier d'Amance
She was relative of his wife; had never see",10,45,45,1.0,0.0,unknown,unknown
Barbe femme Didier Couresier (witness 2),10,45,45,1.0,0.0,unknown,unknown
Demenge Simonel de Sainte Margaree,10,45,45,1.0,0.0,unknown,unknown
Colas Gerard de La Bolle,10,45,45,1.0,0.0,unknown,unknown
Jean Colin de Bussang,9,36,36,1.0,0.0,unknown,unknown
"had told
her of children's dispute in which Jacquotte's youngest son Curien was ",9,36,36,1.0,0.0,unknown,unknown
Colas le Mareschal,10,45,45,1.0,0.0,unknown,unknown
Mengeon le Petit Anthoine,10,45,45,1.0,0.0,unknown,unknown
"Thoussainct Gomay
Had been nearest neighbour of father for 9 years",10,45,45,1.0,0.0,unknown,unknown
Didier Maurice,10,45,45,1.0,0.0,unknown,unknown
Jean Gillet,4,6,6,1.0,0.0,unknown,unknown
"Demenge Thieriat
Believed he had caused loss of calves by witchcraft.
(8) Jean f",6,15,15,1.0,0.0,unknown,unknown
"Claudette femme Jean Grand Jean
Witch 182",10,45,45,1.0,0.0,unknown,unknown
Mengeon Meschat Bourgeois de Saint-Dié,10,45,45,1.0,0.0,unknown,unknown
Yzabey femme Didier Doyen de Domjevin,10,45,45,1.0,0.0,unknown,unknown
Mongeotte veuve de George Gillet Pierre Geoffroy de Seuch,10,45,45,1.0,0.0,unknown,unknown
Barbelline femme a Dieudonne Jean de la Gotte de Mandray,10,45,45,1.0,0.0,unknown,unknown
Izabel femme Demange Rougier,10,45,45,1.0,0.0,unknown,unknown
Barbelline femme Valentin Micqua de Quebrux,7,21,21,1.0,0.0,unknown,unknown
Henry Colas Henry mareschal a l'Hoste du Bois,9,36,36,1.0,0.0,unknown,unknown
Simon Colas Simon de Clemmecy,7,21,21,1.0,0.0,unknown,unknown
Nicolas Pirot dudit lieu,10,45,45,1.0,0.0,unknown,unknown
Jean Didier Jeandel de La Bolle,10,45,45,1.0,0.0,unknown,unknown
Thiery fils Claudin Thiery,10,45,45,1.0,0.0,unknown,unknown
Mengeotte femme Villermin Grillat de Rozieres,7,21,21,1.0,0.0,unknown,unknown
Jean Vaulthier paistre des bestes rouges de Condé,10,45,45,1.0,0.0,unknown,unknown
Didier de Vilerne boulangier,10,45,45,1.0,0.0,unknown,unknown
George Crenelé,10,45,45,1.0,0.0,unknown,unknown
Georgette femme Jean Lhoste,10,45,45,1.0,0.0,unknown,unknown
Mengin Gerard,10,45,45,1.0,0.0,unknown,unknown
Helleny femme de Damien le Menestrel,10,45,45,1.0,0.0,unknown,unknown
Claudon Colas le viel homme,5,10,10,1.0,0.0,unknown,unknown
Laurence femme Laurent Blanc Didier,10,45,45,1.0,0.0,unknown,unknown
Colin Chopppat marechal de la Bourgonce,9,36,36,1.0,0.0,unknown,unknown
Demengeon Nicolas Jacot de Bussang,9,36,36,1.0,0.0,unknown,unknown
Demenge Mathieu cordonnier de la Neufville,8,28,28,1.0,0.0,unknown,unknown
Marie femme Jean Demenge le Roy,10,45,45,1.0,0.0,unknown,unknown
Holbin Colas Holbin,10,45,45,1.0,0.0,unknown,unknown
Mengeon Jean Durand de La Pelliere,9,36,36,1.0,0.0,unknown,unknown
Claudon de Champ,10,45,45,1.0,0.0,unknown,unknown
Marguerite femme Jean Guillemart,4,6,6,1.0,0.0,unknown,unknown
Valentin Haillant,10,45,45,1.0,0.0,unknown,unknown
Hellenix femme Jean Marchal,10,45,45,1.0,0.0,unknown,unknown
Jean Bietrix of Grand Faubourg de Raon,5,10,10,1.0,0.0,unknown,unknown
Jacot Hocley de la Moictresse des Etignes proche La Bolle,10,45,45,1.0,0.0,unknown,unknown
Pierron George du Viel Marché,9,36,36,1.0,0.0,unknown,unknown
Jean Masson d’Auzelievre,10,45,45,1.0,0.0,unknown,unknown
Colas Bourlier,10,45,45,1.0,0.0,unknown,unknown
"B 8275 no 1; witch 128, Chrestaille femme Jean Wathot, de Preny",5,10,10,1.0,0.0,unknown,unknown
Jean Collat,10,45,45,1.0,0.0,unknown,unknown
Jean Melain,7,21,21,1.0,0.0,unknown,unknown
Jennon femme Mengeon Galdrimey de l'Hoste du Bois,9,36,36,1.0,0.0,unknown,unknown
Pierson Rouyer,10,45,45,1.0,0.0,unknown,unknown
Laurent Mathieu,10,45,45,1.0,0.0,unknown,unknown
Marion femme Colas Aubertin,10,45,45,1.0,0.0,unknown,unknown
"B 3323 no 6; witch 030, Pierson fils Petit Pierson, de Leintrey",3,3,3,1.0,0.0,unknown,unknown
Jacquotte veuve Claude Profette drappier de St Nicolas,10,45,45,1.0,0.0,unknown,unknown
"B 2583 no 2; witch 016, Remiere veuve Bastien Clement Beustal, du Thillot",9,36,36,1.0,0.0,unknown,unknown
Bernard la Gaulde le jeune,10,45,45,1.0,0.0,unknown,unknown
Mayette femme Viryot Didier de Salm,10,45,45,1.0,0.0,unknown,unknown
Barbon femme Bastien Marande,9,36,36,1.0,0.0,unknown,unknown
Demenge Marchal de Dompgevin,10,45,45,1.0,0.0,unknown,unknown
Anne femme Nicolas Picard orfevre,9,36,36,1.0,0.0,unknown,unknown
Nicolas Hachon de Reillon,10,45,45,1.0,0.0,unknown,unknown
Jean Moine,9,36,36,1.0,0.0,unknown,unknown
Laurent Doullat,10,45,45,1.0,0.0,unknown,unknown
Françoise femme Louis Sauceratte,5,10,10,1.0,0.0,unknown,unknown
Claudon Houchart,10,45,45,1.0,0.0,unknown,unknown
Catherine veuve de Nicolas Miclin bourgeois de Viel Marché,10,45,45,1.0,0.0,unknown,unknown
Jacquotte femme Melchior Vauldechamps de Bruyeres,9,36,36,1.0,0.0,unknown,unknown
Clemence fille Parisot Goeury,10,45,45,1.0,0.0,unknown,unknown
Dieudonnée femme Jacquat Didier Valdexey,10,45,45,1.0,0.0,unknown,unknown
Claudon George de Wanemont,9,36,36,1.0,0.0,unknown,unknown
Nicolas Mongein,7,21,21,1.0,0.0,unknown,unknown
Jehenne femme a Colin Dieudonne d'Entre-deux-Eaux,10,45,45,1.0,0.0,unknown,unknown
Claudette femme Michel Parmentier hostelain de Raon,10,45,45,1.0,0.0,unknown,unknown
Barthelemin de Veho,10,45,45,1.0,0.0,unknown,unknown
Marguitte femme Didier Thiebault de la Vacherie,10,45,45,1.0,0.0,unknown,unknown
Nicolas Claudon Petit Homme de Dompierre,10,45,45,1.0,0.0,unknown,unknown
Le maire Anthoine Rougier,10,45,45,1.0,0.0,unknown,unknown
Hanriotte des Boeufs,3,3,3,1.0,0.0,unknown,unknown
Mathieu Thiery,9,36,36,1.0,0.0,unknown,unknown
Simon Bretton,10,45,45,1.0,0.0,unknown,unknown
Le maire Philippe du Hault,9,36,36,1.0,0.0,unknown,unknown
"Catherine femme Jean Perry
General reputation",10,45,45,1.0,0.0,unknown,unknown
Jennon femme Jean Galdrimey de l'Hoste du Bois,9,36,36,1.0,0.0,unknown,unknown
Collatte veuve Jean de la Court,10,45,45,1.0,0.0,unknown,unknown
Estienne Gros Jean,10,45,45,1.0,0.0,unknown,unknown
Jehan Pieron,10,45,45,1.0,0.0,unknown,unknown
Georgeon fils Colas Claude Girard de Brehimont,10,45,45,1.0,0.0,unknown,unknown
Anne femme de Nicolas Meschy tanneur à Charmes,10,45,45,1.0,0.0,unknown,unknown
Didier Mengin de la Neufville,8,28,28,1.0,0.0,unknown,unknown
